5717,Corotna,46.62920,29.85940
5536,Chirov,47.65110,29.09720
4013,Cotovca,47.28530,29.47830
6603,Camenca,48.03194,28.69778
5503,Buschi,47.71750,29.07780
6628,Bodeni,48.08190,28.78080
6602,Camenca,48.03194,28.69778
5516,Crasnencoe,47.84860,29.13970
4012,But or,47.04140,29.40440
5515,Cobasna,47.78440,29.20610
5715,Cioburciu,46.68310,29.74920
4014,Cernita,47.03060,29.51780
6613,Crasnîi Octeabri,48.01280,28.54860
4015,Crasnaia Bessarabia,47.28500,29.58690
5712,Blijnii Hutor,46.88420,29.64330
6601,Camenca,48.03194,28.69778
5535,Buschi,47.72110,29.16830
3200,Bender,46.83060,29.47110
5718,Andrieaşevca Nuoă,46.83361,29.95583
5713,Caragaş,46.77780,29.67970
5530,Chirov,47.59580,29.01360
4013,Carmanova,47.25890,29.50360
4011,Bîcioc,46.92500,29.48030
4019,Bruslachi,47.28110,29.38000
6635,Constantinovca,47.98810,28.85720
5513,Broşteni,47.87970,29.26140
5514,Butuceni,47.53360,29.02580
6611,Cate rin ove a,47.93390,28.86690
5714,Chiţcani,46.78560,29.60860
5711,Andriaşevca Nouă,46.83360,29.95580
4016,Crasnaia Gorca,47.13220,29.31500
6613,Alexandrovca,48.02970,28.55420
5512,Beloci,47.88920,28.97810
5525,Basarabca,47.57640,29.16110
6600,Camenca,48.03194,28.69778
5711,Andriaşevca Veche,46.82280,29.97060
4015,Colosova,47.32580,29.56640
5728,Constantinovca,46.85220,29.84580
5718,Andrieaşevca Veche,46.82278,29.97056
5511,Andreevca,47.76310,29.17110
