5231,lliciovca,48.15530,27.87940
5227,Pervomaiscoe,48.08920,27.71750
5125,Maramonovca,48.20440,27.79580
5202,Baroncea Nouă,48.00080,27.85830
5213,Chetrosu,48.07780,27.88610
5201,Surii Noi,48.06610,27.79940
5225,Ochiul Alb,48.02190,27.67170
5126,Mîndîc,48.15110,27.79280
5231,Ceapaevca,48.20470,27.87030
5201,Şurii Noi,48.06610,27.79940
5228,Popeştii Noi,47.97580,27.98970
5122,Chizdita,48.10444,27.73028
5221,Miciurin,47.98610,27.79220
5224,Nicoreni,47.96610,27.70000
5217,Hăsnăşenii Mari,47.91670,27.99030
5229,Popeştii de Jos,48.07330,28.03060
5223,Gribova,48.01722,27.93000
5231,Şalvirii Vechi,48.19780,27.84640
5235,Sofia,47.94420,27.86750
5218,Hăsnăşenii Noi,47.85560,27.90720
5202,Drochia,48.11417,27.80833
5230,Popeştii de Sus,48.08810,28.02560
5226,Holoşniţa Nouă,48.11610,27.93580
5223,Năduşită,48.01722,27.93000
5216,Drochia Sat,48.03500,27.81610
5219,Lazo,47.88920,27.92500
5629,Pelinia,47.87810,27.83440
5211,Sergheevca,48.07640,27.69080
5226,Palanca,48.12280,27.90830
5214,C otova,48.16310,27.95110
5201,Drochia,48.11417,27.80833
5227,Sergheuca,48.06470,27.72690
5228,Petre ni,47.94310,27.95670
5226,Şalvirii Noi,48.14470,27.91920
5212,Baroncea,48.03640,27.91330
5232,Şuri,48.09640,27.85560
5122,Fîntîniţa,48.10750,27.69110
5220,Măcăreuca,48.14220,27.97170
5215,Dominteni,47.95720,27.95440
5211,Antoneuca,48.07640,27.69080
