4631,Gordineşti,48.16440,27.16500
4635,Lopatnic,48.13640,27.05220
4621,Chetroşica Nouă,48.11920,27.47170
4620,Buzdugeni,48.10780,27.15580
4626,Cupcini,48.11080,27.38530
4625,Cuconeştii Vechi,47.96560,27.15670
4625,Cuconeştii Noi,47.98890,27.20750
4618,Brătuşenii Noi,48.06110,27.48390
4620,Butlăneşti,48.12610,27.13030
4611,Alexeevca,48.09360,27.26080
4633,Hincăuţi,48.27390,27.31060
4625,Cuconeşti,47.98890,27.20750
4626,Brătuşeni,48.07722,27.39583
4626,Chetroşica Veche,48.11080,27.38530
4623,Constantinovca,48.24920,27.11000
4646,Oneşti,48.06420,27.27220
4622,Chiurt,48.05940,27.34110
7115,Cepeleuţi,48.30250,27.30720
4619,Brînzeni,48.08420,27.17560
4627,Feteşti,48.16670,27.09670
4628,Fîntîna Albă,48.16310,27.42830
4644,Constantinovca,48.24917,27.11000
4612,Alexandreni,48.14720,27.25830
4613,Bădragii Vechi,48.03780,27.10640
4614,Bădragii Noi,48.03780,27.10640
4629,Gaşpar,48.15690,27.49750
4644,lachimeni,48.22000,27.10000
4623,lachimeni,48.24920,27.11000
4601,Edineţ,48.16810,27.30500
4620,Heredeuca,48.04556,27.14417
4632,Hancăuţi,48.04860,27.18890
4601,Gordineştii Noi,48.17056,27.22861
4630,Goleni,48.21060,27.43280
4631,Gordineştii Noi,48.17060,27.22860
4634,Hlinaia,48.22330,27.25330
4615,Bleşteni,48.12250,27.21940
4617,Brătuşeni,48.07720,27.39580
4624,Corpaci,48.00690,27.13830
4633,Clişcăuţi,48.28440,27.32860
4638,Hlinaia Mică,48.25360,27.26940
