5628,Păscăuţi,47.83530,27.28080
5616,Corlăteni,47.82810,27.83920
5618,Duruitoarea,47.86940,27.26000
5611,Cucuieţii Noi,47.89440,27.42000
5640,Cepăria,47.93220,27.71530
5618,Dămăşcani,47.86690,27.30560
5628,Păscăuti,47.83530,27.28080
5623,Horodişte,47.95390,27.26390
5611,Alexandre şti,47.89440,27.43110
5625,Malinovscoe,47.88500,27.50750
5222,Moară de Piatră,47.89500,28.00690
5626,Nihoreni,47.93560,27.56190
5614,Avrămeni,47.78610,27.26250
5626,Mihăileni,48.04080,27.61390
5619,Duruitoarea Nouă,47.89280,27.24750
5630,Dămăşcani,47.86694,27.30556
5613,Borosenii Noi,47.98720,27.47250
5621,Grinăuţi,47.88110,27.77830
5611,Cucuieţii Vechi,47.90580,27.43560
5618,Duruitoarea Veche,47.86940,27.26000
5624,Mălăieşti,47.88280,27.34970
5640,Bulhac,47.92330,27.67500
5222,Moara de Piatră,47.89500,28.00690
5625,Lupăria,47.87580,27.55390
5617,Coste şti,47.85830,27.25860
5619,Dumeni,47.91140,27.20310
5620,Gălăşeni,47.86890,27.34250
5642,Armanca,47.98690,27.52690
5614,Branişte,47.79670,27.25580
5621,Ciobanovca,47.89060,27.75860
5615,Ciubara,48.07780,27.53390
5622,Hiliuţi,47.92890,27.38690
5222,Făgădău,47.89500,28.00690
5642,Mihăilenii Noi,48.03360,27.53250
5612,Aluniş,47.84860,27.64940
5603,Bălanul Nou,47.96060,27.50250
5633,Druţa,47.96670,27.29610
5627,Moşeni,48.02780,27.44690
5614,Ivăneşti,47.88780,27.41720
5611,Alexăndresti,47.89440,27.43110
